A,p,t,R_train_A_p,R_validation_A_p
0,0.1,18.84,0.97,-0.21
1,0.1,8.96,0.97,-0.16
2,0.1,1.87,0.97,-0.38
3,0.1,3.47,0.97,-0.38
4,0.1,1.87,0.97,-0.38
5,0.1,22.61,0.97,-0.23
6,0.1,27.79,0.97,-0.24
7,0.1,1.62,0.97,-0.42
8,0.1,2.1,0.97,-0.42
9,0.1,2.15,0.97,-0.42
10,0.1,56.04,0.97,-0.49
11,0.1,224.6,0.97,-0.05
12,0.1,231.35,0.97,0.05
13,0.1,229.23,0.97,0.07
14,0.1,120.03,0.97,0.04
15,0.1,125.44,0.97,-0.49
16,0.1,65.18,0.73,-0.07
17,0.1,56.85,None,None
